Wvl,Sample_4,Sample_5
2256,0.144293377,0.490007371
2257,0.138924605,0.485594479
2258,0.134644975,0.484927391
2259,0.129912764,0.484775676
2260,0.127347379,0.486187452
2261,0.129414772,0.490082449
2262,0.133778129,0.495952457
2263,0.137398687,0.503234162
2264,0.140653276,0.510941779
2265,0.142077649,0.515546945
2266,0.141102994,0.519818894
2267,0.139798825,0.52276708
2268,0.141085924,0.520456324
2269,0.145195058,0.516386902
2270,0.146767136,0.509815227
2271,0.145682158,0.50329131
2272,0.143600371,0.499232126
2273,0.138639814,0.494151384
2274,0.131492835,0.488929089
2275,0.128582843,0.485856228
2276,0.131844178,0.486566725
2277,0.136075337,0.487874362
2278,0.138354386,0.488760556
2279,0.138935078,0.487130711
2280,0.135871359,0.483314082
2281,0.128649149,0.479612366
2282,0.123775565,0.479416393
2283,0.125438603,0.48068475
2284,0.129337107,0.479449261
2285,0.131448599,0.476499839
2286,0.131546477,0.468759671
2287,0.131699645,0.464992543
2288,0.128725456,0.459279797
2289,0.126070161,0.4543728
2290,0.131696679,0.461580876
2291,0.141527233,0.468094392
2292,0.14539594,0.466733322
2293,0.144860565,0.469070317
2294,0.142138121,0.474678298
2295,0.134361645,0.474699251
2296,0.12436028,0.476257082
2297,0.118805406,0.481059098
2298,0.117297613,0.481783706
2299,0.117562442,0.484590665
2300,0.116404612,0.485751441
2301,0.113851434,0.480305078
2302,0.11238472,0.47659896
2303,0.11118059,0.472920253
2304,0.112712118,0.468511126
2305,0.122402115,0.473082705
2306,0.132246867,0.477042329
2307,0.134524703,0.476794368
2308,0.130936018,0.470540296
2309,0.126411018,0.466177176
2310,0.118130126,0.458829993
2311,0.111408624,0.453264472
2312,0.113622071,0.453859282
2313,0.120295173,0.453338637
2314,0.125356123,0.452382827
2315,0.130452463,0.457534768
2316,0.135210756,0.461654346
2317,0.14154196,0.468455351
2318,0.148088842,0.47611614
2319,0.154088212,0.485540599
2320,0.159474558,0.496137085
2321,0.158680195,0.499006269
2322,0.151510785,0.49865889
2323,0.143509028,0.500107963
2324,0.133606901,0.491227364
2325,0.123036834,0.477083188
2326,0.12073399,0.473035855
2327,0.126754823,0.475224999
2328,0.129379433,0.466972094
2329,0.128986304,0.462904519
2330,0.127977917,0.462432743
2331,0.127140109,0.464363853
2332,0.126223768,0.469062427
2333,0.124366085,0.471495467
2334,0.123364931,0.476785219
2335,0.120643991,0.478683276
2336,0.114625106,0.478221144
2337,0.106059064,0.47189878
2338,0.099451744,0.459362785
2339,0.094604567,0.440716281
2340,0.092253299,0.421012094
2341,0.100461297,0.425438063
2342,0.109916796,0.436924333
2343,0.107345791,0.437029646
2344,0.096559333,0.431218554
2345,0.089134792,0.433094984
2346,0.082954242,0.434450998
2347,0.083795687,0.445113896
2348,0.099283211,0.467441415
2349,0.119076472,0.489216655
2350,0.127136484,0.49725336
2351,0.125603096,0.491964458
2352,0.124524049,0.480665043
2353,0.127690571,0.468898255
2354,0.131138427,0.456786608
2355,0.133874516,0.447808442
2356,0.135766105,0.440303006
2357,0.136627446,0.439062437
2358,0.134953127,0.438491497
2359,0.132157696,0.439887455
2360,0.127361635,0.444197097
2361,0.119629078,0.439535817
2362,0.116389473,0.437654091
2363,0.115434421,0.43682491
2364,0.112148508,0.431632163
2365,0.110206143,0.43977018
2366,0.112412995,0.450554614
2367,0.119379429,0.451628015
2368,0.129717791,0.454978825
2369,0.141542336,0.463076612
2370,0.149708112,0.456178797
2371,0.151836466,0.449506578
2372,0.146006231,0.44271543
2373,0.140555303,0.437695886
2374,0.142691085,0.439618963
2375,0.148336658,0.450636392
2376,0.143777144,0.442921194
2377,0.13810954,0.441522692
2378,0.127384723,0.436659111
2379,0.110064892,0.427763075
2380,0.097851081,0.433196161
2381,0.091763575,0.433825844
2382,0.088721378,0.434064062
2383,0.083286633,0.440588659
2384,0.075930905,0.441770213
2385,0.084426398,0.442447173
2386,0.113482779,0.448835715
2387,0.140519097,0.458149907
2388,0.154956056,0.468986188
2389,0.163137001,0.486287161
2390,0.156734484,0.500592847
2391,0.138333323,0.510154733
2392,0.133867311,0.499928381
2393,0.14985497,0.479804275
2394,0.155066981,0.452200581
2395,0.144823014,0.430641304
2396,0.128386018,0.415785123
2397,0.103927461,0.408087848
2398,0.073323603,0.404535838
2399,0.053257938,0.395124424
2400,0.04088525,0.357583276
2401,0.040477088,0.330705153
2402,0.058330827,0.320582447
2403,0.08367392,0.318363447
2404,0.105557284,0.32244505
2405,0.128095631,0.332271964
2406,0.145895946,0.335420131
2407,0.16234759,0.341583137
2408,0.179282501,0.343016653
2409,0.196945131,0.334729941
2410,0.216049631,0.330739555
2411,0.236824804,0.336424954
2412,0.24413087,0.340559707
2413,0.220598902,0.350125389
2414,0.168784697,0.354822543
2415,0.131700919,0.366517156
2416,0.107494771,0.383866839
2417,0.090513937,0.391816758
2418,0.076158084,0.363087474
2419,0.066586043,0.330545055
2420,0.068154057,0.349921248
2421,0.074537742,0.38342249
2422,0.083056922,0.425161702
2423,0.09576075,0.484756171
2424,0.098137129,0.493190593
2425,0.089524097,0.453532439
2426,0.07865609,0.396298687
2427,0.080307513,0.382304087
2428,0.087389111,0.380697423
2429,0.100523413,0.388336284
2430,0.116334426,0.396076819
2431,0.120943545,0.406716607
2432,0.103237345,0.404081853
2433,0.086739248,0.390646174
2434,0.084659745,0.358439995
2435,0.090447885,0.327213937
2436,0.101646471,0.309513229
2437,0.122148502,0.316277114
2438,0.133761275,0.317195113
2439,0.139881667,0.317371322
2440,0.143185219,0.340341772
2441,0.133140096,0.390020023
2442,0.127431466,0.458543671
2443,0.134041902,0.505330684
2444,0.147385628,0.549669181
2445,0.143501439,0.539403982
2446,0.127911379,0.487641668
2447,0.10420602,0.433408547
2448,0.065417127,0.355930063
2449,0.042764758,0.322795689
2450,0.04797581,0.353815125
2451,0.05438275,0.387465886
2452,0.043471731,0.390845213
2453,0.020465648,0.36696602
2454,3.24936E-14,0.323638522
2455,2.95953E-14,0.268109034
2456,2.83309E-14,0.236981291
2457,2.71789E-14,0.21499323
2458,2.66005E-14,0.199652788
2459,2.64038E-14,0.186838241
2460,2.67068E-14,0.179412015
2461,2.63934E-14,0.17050129
2462,0.00440371,0.173720423
2463,0.037836411,0.187848268
2464,0.070721185,0.214023997
2465,0.083573594,0.225313112
2466,0.06137213,0.198662609
2467,0.068641726,0.168128368
2468,0.125669323,0.110710679
2469,0.184808805,0.067053566
2470,0.235516116,0.070521043
2471,0.284240917,0.08743115
2472,0.297824582,0.074796591
2473,0.320808492,0.046363424
2474,0.390817081,5.34623E-14
2475,0.531366949,5.92142E-14
2476,0.628944249,6.12146E-14
2477,0.574764759,5.16595E-14
2478,0.530114041,4.76152E-14
2479,0.505379846,5.32819E-14
2480,0.465235939,5.9638E-14
2481,0.445645552,5.8426E-14
2482,0.455926159,0.002729463
2483,0.511836115,0.080727559
2484,0.566531555,0.135471819
2485,0.68464685,0.211046146
2486,0.995037917,0.38721305
2487,1.378592807,0.661581346
2488,0.933543405,0.566713637
2489,0.633054458,0.462145554
2490,0.542927873,0.398210121
2491,0.51410016,0.35935253
2492,0.453474874,0.319804226
2493,0.323990266,0.246785345
2494,0.173138553,0.197116348
2495,0.039968651,0.180980144
2496,0.042099849,0.182278671
2497,0.155679972,0.203722814
2498,0.252083093,0.247826751
2499,0.305209097,0.29936674
2500,0.370218234,0.370218234
